Voltage(V),Current(A),Test_Time(s),charging_stage
3.85408878326416,0.5501382946968079,1290.6703967432773,1
3.857003688812256,0.5499579906463623,1320.6854732794136,1
3.8597564697265625,0.5499579906463623,1350.7008829608503,1
3.862347364425659,0.5499579906463623,1380.7158430216944,1
3.864938259124756,0.5499579906463623,1410.7310062488914,1
3.8676912784576416,0.5501382946968079,1440.7463088384222,1
3.8702821731567374,0.5501382946968079,1470.7613949183444,1
3.873034954071045,0.5501382946968079,1500.7765620653108,1
3.8756260871887207,0.5499579906463623,1530.7917572972735,1
3.878055095672608,0.5499579906463623,1560.8069302637437,1
3.880645990371704,0.5499579906463623,1590.8221316811223,1
3.882913112640381,0.5499579906463623,1620.8373354944729,1
3.885342121124268,0.5499579906463623,1650.8525196087264,1
3.887123346328736,0.5499579906463623,1680.867790534341,1
3.888904571533203,0.5501382946968079,1710.882867992776,1
3.890523910522461,0.5499579906463623,1740.8980334004073,1
3.891819477081299,0.5499579906463623,1770.913226015849,1
3.893276691436768,0.5501382946968079,1800.9284002003549,1
3.894410371780396,0.5503185987472534,1830.9435888709647,1
3.895220041275024,0.5499579906463623,1860.9588878565128,1
3.8961915969848633,0.5501382946968079,1890.973980522851,1
3.897325038909912,0.5503185987472534,1920.989167759888,1
3.897810935974121,0.5501382946968079,1951.0043652474724,1
3.89862060546875,0.5501382946968079,1981.0195365447823,1
3.899268388748169,0.5499579906463623,2011.037519494596,1
3.900078058242798,0.5499579906463623,2041.050035564262,1
3.900725841522217,0.5499579906463623,2071.0651236692315,1
3.9015355110168457,0.5503185987472534,2101.0802653126348,1
3.902021169662476,0.5501382946968079,2131.0954546148187,1
3.902830839157105,0.5501382946968079,2161.1106931146182,1
3.9033167362213135,0.5499579906463623,2191.125840306851,1
3.903964519500733,0.5501382946968079,2221.1410172732903,1
3.904774188995361,0.5499579906463623,2251.1562049564395,1
3.9055838584899902,0.5499579906463623,2281.171517099781,1
3.906393527984619,0.5503185987472534,2311.186770120772,1
3.906717300415039,0.5503185987472534,2341.2017517704217,1
3.907365083694458,0.5501382946968079,2371.2169319849563,1
3.908012866973877,0.5501382946968079,2401.232090279861,1
3.908660411834717,0.5499579906463623,2431.2474194506403,1
3.909308195114136,0.5501382946968079,2461.262631604778,1
3.9101178646087646,0.5501382946968079,2491.277824270345,1
3.9109275341033936,0.5501382946968079,2521.292974339748,1
3.9117372035980233,0.5501382946968079,2551.308341204473,1
3.912223100662232,0.5499579906463623,2581.3235487922298,1
3.9131946563720703,0.5501382946968079,2611.338478056319,1
3.914004325866699,0.5501382946968079,2641.353678325837,1
3.914652109146118,0.5501382946968079,2671.3688799387032,1
3.915461778640747,0.5499579906463623,2701.384158914381,1
3.916271448135376,0.5503185987472534,2731.3991891551345,1
3.917081117630005,0.5499579906463623,2761.4143704222924,1
3.9182145595550537,0.5501382946968079,2791.4295704512106,1
3.9188623428344727,0.5501382946968079,2821.4448726196924,1
3.9196720123291016,0.5499579906463623,2851.4599265494867,1
3.9208054542541504,0.5499579906463623,2881.475106728934,1
3.921777248382568,0.5499579906463623,2911.4903254143496,1
3.9227488040924072,0.5503185987472534,2941.505486085176,1
3.923558473587036,0.5501382946968079,2971.520701256834,1
3.924691915512085,0.5499579906463623,3001.53584952174,1
3.925825595855713,0.5499579906463623,3031.5510433552176,1
3.926797151565552,0.5501382946968079,3061.56621839686,1
3.9279305934906006,0.5501382946968079,3091.5813991176565,1
3.92890214920044,0.5501382946968079,3121.5965995826614,1
3.9300358295440674,0.5501382946968079,3151.6117933509763,1
3.931169271469116,0.5499579906463623,3181.6269569440856,1
3.932464838027954,0.5501382946968079,3211.642267172655,1
3.933598279953003,0.5501382946968079,3241.6574690461707,1
3.934893846511841,0.5503185987472534,3271.672522018579,1
3.9360272884368896,0.5501382946968079,3301.687707611518,1
3.937322854995728,0.5501382946968079,3331.7029240563497,1
3.938618421554565,0.5501382946968079,3361.718070526784,1
3.939913749694824,0.5501382946968079,3391.733268676018,1
3.941209316253662,0.5499579906463623,3421.748445837944,1
3.94266676902771,0.5501382946968079,3451.763643049841,1
3.9439620971679688,0.5499579906463623,3481.7788081216354,1
3.9454195499420166,0.5501382946968079,3511.7940039149976,1
3.9467151165008554,0.5499579906463623,3541.80919417958,1
3.948496341705322,0.5501382946968079,3571.824397396444,1
3.94995379447937,0.5499579906463623,3601.8395565133965,1
3.951411008834839,0.5499579906463623,3631.854731324464,1
3.952868461608887,0.5501382946968079,3661.8699861349146,1
3.9546496868133545,0.5503185987472534,3691.885141201773,1
3.9561071395874015,0.5501382946968079,3721.900329511484,1
3.95788836479187,0.5501382946968079,3751.9155280166046,1
3.959669828414917,0.5501382946968079,3781.930814365659,1
3.9611270427703857,0.5501382946968079,3811.945873172609,1
3.9629085063934326,0.5501382946968079,3841.96105559264,1
3.9645278453826895,0.5499579906463623,3871.976381886249,1
3.966147184371948,0.5501382946968079,3901.991552095848,1
3.968090295791626,0.5499579906463623,3932.0092485365926,1
3.9698715209960938,0.5501382946968079,3962.0218404502857,1
3.9716527462005615,0.5499579906463623,3992.037037100783,1
3.9735960960388175,0.5499579906463623,4022.0521829095687,1
3.975701093673706,0.5503185987472534,4052.067343961344,1
3.977644443511963,0.5501382946968079,4082.083185133188,1
3.9792637825012207,0.5499579906463623,4112.097784384784,1
3.981045007705689,0.5499579906463623,4142.1130815959095,1
3.9831502437591553,0.5499579906463623,4172.128164262324,1
3.985093355178833,0.5499579906463623,4202.144308800251,1
3.9871985912323,0.549777626991272,4232.15873952683,1
3.989303588867188,0.5499579906463623,4262.173693116546,1
3.991246938705444,0.5499579906463623,4292.188895496323,1
3.993190050125122,0.5501382946968079,4322.204196020707,1
3.9951331615448,0.5501382946968079,4352.21926156946,1
3.996914625167847,0.5501382946968079,4382.234531652975,1
3.998857736587525,0.5501382946968079,4412.249649181276,1
4.000801086425781,0.5501382946968079,4442.264808002493,1
4.002420425415039,0.5501382946968079,4472.280292204658,1
4.004363536834717,0.5501382946968079,4502.295291914319,1
4.0063066482543945,0.5501382946968079,4532.310405337389,1
4.008088111877441,0.5503185987472534,4562.32555528148,1
4.00986909866333,0.5501382946968079,4592.340772834073,1
4.011488437652588,0.5501382946968079,4622.355911946167,1
4.013593673706055,0.5499579906463623,4652.371095037873,1
4.0152130126953125,0.5499579906463623,4682.386496183035,1
4.01715612411499,0.5499579906463623,4712.401473602141,1
4.019099235534668,0.5501382946968079,4742.416767088985,1
4.020880699157715,0.5501382946968079,4772.43182586586,1
4.022823810577393,0.5499579906463623,4802.447033182943,1
4.024929046630859,0.5501382946968079,4832.462428684037,1
4.026872158050537,0.5501382946968079,4862.477538417912,1
4.028815746307373,0.5501382946968079,4892.492556503371,1
4.030758857727051,0.5501382946968079,4922.507743720358,1
4.032864093780518,0.5501382946968079,4952.522929343372,1
4.034807205200195,0.5501382946968079,4982.5381002647455,1
4.036750316619873,0.5501382946968079,5012.553304824957,1
4.039017200469971,0.5499579906463623,5042.568467024594,1
4.0411224365234375,0.5501382946968079,5072.583681183729,1
4.043389797210693,0.5501382946968079,5102.598829794497,1
4.045332908630371,0.5499579906463623,5132.614015983923,1
4.047438144683838,0.5501382946968079,5162.629460005947,1
4.049867153167725,0.5501382946968079,5192.644594742136,1
4.051971912384033,0.5499579906463623,5222.659597765055,1
4.05440092086792,0.5501382946968079,5252.674735348339,1
4.056506156921387,0.549777626991272,5282.689917292184,1
4.058935165405273,0.5501382946968079,5312.705248357685,1
4.06136417388916,0.5503185987472534,5342.720408928261,1
4.063469409942627,0.5501382946968079,5372.735473569753,1
4.065898418426514,0.5499579906463623,5402.750782174275,1
4.0683274269104,0.5499579906463623,5432.765859838221,1
4.070756435394287,0.5499579906463623,5462.780983135903,1
4.073185443878174,0.549777626991272,5492.796165901795,1
4.07577657699585,0.5499579906463623,5522.811345229119,1
4.078205585479736,0.549777626991272,5552.8268131256455,1
4.080796241760254,0.5501382946968079,5582.841786875608,1
4.08338737487793,0.5501382946968079,5612.857028032028,1
4.085978031158447,0.5499579906463623,5642.872090633434,1
4.088731288909912,0.5501382946968079,5672.887292171114,1
4.09132194519043,0.5501382946968079,5702.902565748336,1
4.0939130783081055,0.5501382946968079,5732.917619367356,1
4.096827983856201,0.5499579906463623,5762.932800464089,1
4.099418640136719,0.549777626991272,5792.947995996801,1
4.102171421051025,0.5499579906463623,5822.963162211444,1
4.10524845123291,0.5503185987472534,5852.978364761646,1
4.108001232147217,0.5501382946968079,5882.980465593334,1
4.110754013061523,0.5499579906463623,5912.993269445243,1
4.113668918609619,0.5499579906463623,5943.008434141099,1
4.116583824157715,0.5501382946968079,5973.023455173904,1
4.119660377502441,0.5501382946968079,6003.038775833472,1
4.122575283050537,0.5501382946968079,6033.053778530578,1
4.125490188598633,0.5499579906463623,6063.068975942975,1
4.128728866577148,0.5499579906463623,6093.084620860693,1
4.131967544555664,0.5501382946968079,6123.09934126925,1
4.134720325469971,0.5499579906463623,6153.114721572467,1
4.138121128082275,0.5499579906463623,6183.1298294366825,1
4.141359806060791,0.5501382946968079,6213.144922839857,1
4.144436359405518,0.5499579906463623,6243.160038628823,1
4.147675037384033,0.549777626991272,6273.175215274462,1
4.151075839996338,0.5499579906463623,6303.190440200432,1
4.154476165771484,0.5501382946968079,6333.205572595786,1
4.15771484375,0.5499579906463623,6363.220766038289,1
4.161115646362305,0.5501382946968079,6393.235956643721,1
4.16435432434082,0.549777626991272,6423.251566393791,1
4.168078899383545,0.5501382946968079,6453.266547667504,1
4.1713175773620605,0.5499579906463623,6483.281500610608,1
4.174717903137207,0.5499579906463623,6513.29668059958,1
4.178280353546143,0.5499579906463623,6543.311864493286,1
4.182004928588867,0.5501382946968079,6573.327015089,1
4.185567378997803,0.5499579906463623,6603.342203584173,1
4.1891303062438965,0.5499579906463623,6633.357528860246,1
4.192854404449463,0.5501382946968079,6663.372721385462,1
4.196417331695557,0.5499579906463623,6693.387869419795,1
4.200141429901123,0.5499579906463623,6722.168578577618,1
4.199979782104492,0.938530206680298,6842.183166056285,0
4.200141429901123,0.8882231712341309,6843.651913456729,0
4.199979782104492,0.8379161357879639,6846.94872075993,0
4.199979782104492,0.7876091003417969,6851.651639881433,0
4.199979782104492,0.7374823689460754,6857.854856947043,0
4.200141429901123,0.6871753334999084,6865.979903267488,0
4.200141429901123,0.6370486617088318,6876.885776674672,0
4.199979782104492,0.5869219303131104,6892.182448226848,0
4.199979782104492,0.5366148948669434,6915.684651333437,0
4.199817657470703,0.4864881634712219,6954.684139688259,0
4.199979782104492,0.4363614320755005,7021.211772223578,0
4.199979782104492,0.3862347304821014,7120.538432061944,0
4.199979782104492,0.33610799908638,7245.4428358683535,0
4.199979782104492,0.2859812974929809,7396.378055041139,0
4.199979782104492,0.2358545660972595,7579.141045788848,0
4.199979782104492,0.1857278496026992,7810.168835927348,0
4.199979782104492,0.135601133108139,8123.039180944929,0
4.199979782104492,0.0854744166135788,8604.860208593454,0
4.199979782104492,0.0499529652297496,9204.101415528045,0
4.013917446136475,-1.0993553400039673,9299.148216291138,-1
3.9896275997161865,-1.099535584449768,9329.163429548023,-1
3.9729483127594,-1.0993553400039673,9359.178715350716,-1
3.960479497909546,-1.0993553400039673,9389.193783125014,-1
3.949629783630371,-1.099535584449768,9419.208953459924,-1
3.940075635910034,-1.0993553400039673,9449.22415136856,-1
3.930845499038696,-1.099535584449768,9479.239310044411,-1
3.922424793243408,-1.099535584449768,9509.254504790164,-1
3.914328098297119,-1.099535584449768,9539.269835630104,-1
3.906393527984619,-1.0997159481048584,9569.285005794593,-1
3.89878249168396,-1.0997159481048584,9599.300164791244,-1
3.89133358001709,-1.099535584449768,9629.315358514446,-1
3.88388466835022,-1.099535584449768,9659.330522187756,-1
3.87659764289856,-1.0993553400039673,9689.348630505025,-1
3.8693106174468994,-1.099535584449768,9719.360786978465,-1
3.862347364425659,-1.0993553400039673,9749.376014736492,-1
3.855384349822998,-1.0997159481048584,9779.391171036425,-1
3.848421096801758,-1.099535584449768,9809.4064590797,-1
3.841619968414306,-1.099535584449768,9839.42163998596,-1
3.8351426124572754,-1.0993553400039673,9869.436710988306,-1
3.828341245651245,-1.099535584449768,9899.451868877197,-1
3.821863889694214,-1.099535584449768,9929.467044249664,-1
3.8152246475219727,-1.099535584449768,9959.482390202267,-1
3.808747291564941,-1.099535584449768,9989.497792976492,-1
3.80259370803833,-1.0993553400039673,10019.512597499688,-1
3.796440362930298,-1.0993553400039673,10049.527897207035,-1
3.7902867794036874,-1.099535584449768,10079.543099571774,-1
3.7841334342956543,-1.099535584449768,10109.558141907672,-1
3.778465747833252,-1.0993553400039673,10139.573310192474,-1
3.772635936737061,-1.099535584449768,10169.58854648678,-1
3.7666444778442383,-1.099535584449768,10199.603689468518,-1
3.761138677597046,-1.099535584449768,10229.61917716439,-1
3.755794763565064,-1.0997159481048584,10259.634187741134,-1
3.75028920173645,-1.099535584449768,10289.649344998454,-1
3.744783401489258,-1.0993553400039673,10319.664518817046,-1
3.7394394874572754,-1.0993553400039673,10349.679733993718,-1
3.734095811843872,-1.0997159481048584,10379.694937922355,-1
3.7290756702423096,-1.0997159481048584,10409.70994194276,-1
3.724379777908325,-1.0993553400039673,10439.725118829,-1
3.7193596363067623,-1.099535584449768,10469.740396130506,-1
3.7146637439727774,-1.0993553400039673,10499.755605237047,-1
3.709805727005005,-1.0993553400039673,10529.770780589464,-1
3.7051095962524414,-1.099535584449768,10559.785958207529,-1
3.700737237930298,-1.0993553400039673,10589.801183394147,-1
3.6960413455963135,-1.099535584449768,10619.816316927338,-1
3.69150710105896,-1.099535584449768,10649.831468470416,-1
3.6872968673706055,-1.099535584449768,10679.846545803535,-1
3.683086633682251,-1.099535584449768,10709.8617489001,-1
3.6787142753601074,-1.0993553400039673,10739.876924107157,-1
3.674665927886963,-1.099535584449768,10769.89211429655,-1
3.670455694198608,-1.0997159481048584,10799.907325814102,-1
3.666731119155884,-1.0997159481048584,10829.922489803195,-1
3.662844896316528,-1.099535584449768,10859.93763709568,-1
3.6589584350585938,-1.099535584449768,10889.952938818053,-1
3.655233860015869,-1.099535584449768,10919.967997660087,-1
3.651833295822144,-1.0993553400039673,10949.983396118554,-1
3.648108720779419,-1.0993553400039673,10979.998363683098,-1
3.6448700428009033,-1.0993553400039673,11010.013563902492,-1
3.6414694786071777,-1.0993553400039673,11040.028848366848,-1
3.638068914413452,-1.099535584449768,11070.04403265654,-1
3.634830236434937,-1.099535584449768,11100.05920713177,-1
3.631753444671631,-1.099535584449768,11130.074278244389,-1
3.628676652908325,-1.099535584449768,11160.089446253503,-1
3.6254379749298096,-1.099535584449768,11190.104630342696,-1
3.622523307800293,-1.099535584449768,11220.119822025814,-1
3.6194465160369873,-1.099535584449768,11250.134985383336,-1
3.6166937351226807,-1.0993553400039673,11280.150168114142,-1
3.613940715789795,-1.099535584449768,11310.165323115838,-1
3.611187934875488,-1.099535584449768,11340.180578111753,-1
3.6082730293273926,-1.0997159481048584,11370.195685800532,-1
3.606005907058716,-1.0993553400039673,11400.210869749371,-1
3.603253126144409,-1.099535584449768,11430.226077166704,-1
3.6006622314453125,-1.0993553400039673,11460.241389650895,-1
3.5980710983276367,-1.099535584449768,11490.256555544738,-1
3.59564208984375,-1.099535584449768,11520.271734340737,-1
3.5930511951446533,-1.0993553400039673,11550.286819623674,-1
3.5904603004455566,-1.0993553400039673,11580.302090243526,-1
3.58786940574646,-1.099535584449768,11610.319788233131,-1
3.5852785110473637,-1.0997159481048584,11640.33236650783,-1
3.582849502563477,-1.099535584449768,11670.347530682388,-1
3.580096483230591,-1.099535584449768,11700.362694390786,-1
3.577505588531494,-1.0997159481048584,11730.377900945969,-1
3.574914693832397,-1.099535584449768,11760.393082909864,-1
3.571837902069092,-1.0997159481048584,11790.40825922468,-1
3.569247007369995,-1.099535584449768,11820.423423038335,-1
3.5663321018218994,-1.099535584449768,11850.438617242738,-1
3.5637412071228027,-1.0993553400039673,11880.453898469028,-1
3.560826301574707,-1.099535584449768,11910.469206847984,-1
3.5577497482299805,-1.0997159481048584,11940.484142322552,-1
3.554672956466675,-1.0993553400039673,11970.499330351566,-1
3.551434278488159,-1.099535584449768,12000.51462659528,-1
3.548195600509644,-1.099535584449768,12030.529700048734,-1
3.544795036315918,-1.099535584449768,12060.544884132913,-1
3.5412323474884038,-1.099535584449768,12090.560181564588,-1
3.5378317832946777,-1.0993553400039673,12120.575231704936,-1
3.533945322036743,-1.099535584449768,12150.590725330589,-1
3.5300588607788086,-1.0997159481048584,12180.605725696883,-1
3.526172637939453,-1.099535584449768,12210.620864332795,-1
3.5222861766815186,-1.099535584449768,12240.63603471282,-1
3.517913818359375,-1.0993553400039673,12270.651182015326,-1
3.5135416984558105,-1.099535584449768,12300.66644817406,-1
3.508845567703247,-1.0997159481048584,12330.681536148704,-1
3.504149436950684,-1.0997159481048584,12360.696679721916,-1
3.499453544616699,-1.099535584449768,12390.711884507691,-1
3.494757413864136,-1.099535584449768,12420.727174601076,-1
3.4897375106811523,-1.0997159481048584,12450.74223159852,-1
3.48439359664917,-1.099535584449768,12480.75744157222,-1
3.478402137756348,-1.099535584449768,12510.772600097702,-1
3.4720866680145264,-1.099535584449768,12540.787770462688,-1
3.465285301208496,-1.0997159481048584,12570.802962962842,-1
3.457998275756836,-1.0993553400039673,12600.818138826531,-1
3.449901580810547,-1.0993553400039673,12630.83332365256,-1
3.440671443939209,-1.0993553400039673,12660.848505205428,-1
3.430145740509033,-1.099535584449768,12690.863697941171,-1
3.4178388118743896,-1.099535584449768,12720.878870446491,-1
3.4027788639068604,-1.099174976348877,12750.894107106707,-1
3.383832693099976,-1.0997159481048584,12780.909227677594,-1
3.3585708141326904,-1.099535584449768,12810.92441264397,-1
3.3232693672180176,-1.0997159481048584,12840.939581024008,-1
3.274689197540283,-1.0997159481048584,12870.95493666075,-1
3.208458185195923,-1.099535584449768,12900.969895603808,-1
3.118908643722534,-1.0997159481048584,12930.984872200865,-1
2.991466760635376,-1.0997159481048584,12960.999911965357,-1
2.790992498397827,-1.099535584449768,12987.952847203178,-1
2.69998550415039,-1.099535584449768,12994.421309686984,-1
